Week_Ending_Date;Week number;month;year;Season;Sum attendance emergency;Diferencia atttendance;Attendance de la semana anterior en emergencias;Attendance de la semana anterior;Semana con fecha de fin de mes;Semana con holidays;NHS_Board_Code;NHS_Board_Name;Location_Code;Location_Name;Attendance;Number_Over_4_Hours;Percentage_Within_4_Hours;Number_Over_8_Hours;Percentage_Within_8_Hours;Number_Over_12_Hours;Percentage_Within_12_Hours;Data_Source;Fundacion;Beds;Number location;Location_Name
43345;36;9;2018;3;40;592;43;604;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;632;38;94;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43352;37;9;2018;3;59;594;40;592;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;653;59;91;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43359;38;9;2018;3;60;614;59;594;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;674;59;91;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43366;39;9;2018;3;62;600;60;614;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;662;60;91;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43373;40;9;2018;3;36;620;62;600;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;656;35;95;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43380;41;10;2018;3;18;574;36;620;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;592;17;97;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43387;42;10;2018;3;44;621;18;574;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;665;42;94;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43394;43;10;2018;3;36;570;44;621;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;606;36;94;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43401;44;10;2018;3;15;584;36;570;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;599;14;98;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43408;45;11;2018;0;15;587;15;584;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;602;15;98;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43415;46;11;2018;0;17;580;15;587;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;597;17;97;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43422;47;11;2018;0;32;625;17;580;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;657;32;95;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43429;48;11;2018;0;47;602;32;625;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;649;42;94;5;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43436;49;12;2018;0;27;582;47;602;1;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;609;26;96;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43443;50;12;2018;0;73;548;27;582;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;621;69;89;4;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43450;51;12;2018;0;67;555;73;548;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;622;66;89;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43457;52;12;2018;0;105;531;67;555;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;636;94;85;10;98;1;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43464;53;12;2018;0;53;609;105;531;0;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;662;53;92;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43471;2;1;2019;0;48;605;53;609;1;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;653;47;93;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43478;3;1;2019;0;90;521;48;605;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;611;74;88;16;97;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43485;4;1;2019;0;60;511;90;521;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;571;59;90;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43492;5;1;2019;0;94;478;60;511;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;572;80;86;12;98;2;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43499;6;2;2019;0;82;540;94;478;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;622;80;87;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43506;7;2;2019;0;151;528;82;540;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;679;129;81;17;98;5;99;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43513;8;2;2019;0;82;565;151;528;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;647;79;88;3;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43520;9;2;2019;0;82;611;82;565;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;693;76;89;5;99;1;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43527;10;3;2019;0;85;586;82;611;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;671;82;88;3;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43534;11;3;2019;0;65;528;85;586;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;593;47;92;13;98;5;99;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43541;12;3;2019;0;78;599;65;528;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;677;73;89;5;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43548;13;3;2019;0;14;555;78;599;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;569;14;98;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43555;14;3;2019;0;23;595;14;555;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;618;23;96;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43562;15;4;2019;0;40;622;23;595;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;662;39;94;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43569;16;4;2019;0;43;658;40;622;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;701;42;94;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43576;17;4;2019;0;73;606;43;658;0;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;679;69;90;4;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43583;18;4;2019;0;44;662;73;606;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;706;44;94;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43590;19;5;2019;1;70;612;44;662;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;682;58;92;11;98;1;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43597;20;5;2019;1;78;581;70;612;0;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;659;71;89;7;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43604;21;5;2019;1;53;690;78;581;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;743;51;93;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43611;22;5;2019;1;52;651;53;690;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;703;51;93;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43618;23;6;2019;1;23;694;52;651;1;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;717;23;97;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43625;24;6;2019;1;50;655;23;694;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;705;49;93;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43632;25;6;2019;1;78;679;50;655;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;757;74;90;4;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43639;26;6;2019;1;134;574;78;679;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;708;105;85;25;97;4;99;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43646;27;6;2019;1;83;632;134;574;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;715;76;89;7;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43653;28;7;2019;2;53;645;83;632;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;698;47;93;6;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43660;29;7;2019;2;82;635;53;645;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;717;71;90;11;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43667;30;7;2019;2;71;596;82;635;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;667;67;90;4;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43674;31;7;2019;2;142;633;71;596;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;775;117;85;23;97;2;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43681;32;8;2019;2;88;681;142;633;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;769;71;91;12;98;5;99;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43688;33;8;2019;2;49;676;88;681;0;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;725;45;94;4;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43695;34;8;2019;2;44;627;49;676;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;671;44;93;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43702;35;8;2019;2;35;737;44;627;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;772;35;96;0;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43709;36;9;2019;3;63;751;35;737;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;814;61;93;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43716;37;9;2019;3;53;658;63;751;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;711;52;93;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43723;38;9;2019;3;40;662;53;658;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;702;39;94;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43730;39;9;2019;3;48;673;40;662;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;721;46;94;1;100;1;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43737;40;9;2019;3;118;640;48;673;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;758;109;86;9;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43744;41;10;2019;3;87;595;118;640;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;682;80;88;6;99;1;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43751;42;10;2019;3;59;661;87;595;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;720;57;92;2;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43758;43;10;2019;3;118;603;59;661;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;721;95;87;21;97;2;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43765;44;10;2019;3;47;600;118;603;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;647;46;93;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43772;45;11;2019;0;68;620;47;600;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;688;67;90;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43779;46;11;2019;0;76;596;68;620;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;672;70;90;6;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43786;47;11;2019;0;49;563;76;596;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;612;48;92;1;100;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43793;48;11;2019;0;115;555;49;563;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;670;108;84;7;99;0;100;ISD A&E Datamart;2017;344;4;Dumfries & Galloway Royal Infirmary
43800;49;12;2019;0;156;535;115;555;1;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;691;125;82;24;97;7;99;Weekly aggregate data;2017;344;4;Dumfries & Galloway Royal Infirmary
43807;50;12;2019;0;133;569;156;535;0;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;702;122;83;11;98;0;100;Weekly aggregate data;2017;344;4;Dumfries & Galloway Royal Infirmary
43814;51;12;2019;0;138;553;133;569;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;691;120;83;15;98;3;100;Weekly aggregate data;2017;344;4;Dumfries & Galloway Royal Infirmary
43821;52;12;2019;0;169;551;138;553;0;0;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;720;154;79;13;98;2;100;Weekly aggregate data;2017;344;4;Dumfries & Galloway Royal Infirmary
43828;53;12;2019;0;88;556;169;551;0;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;644;73;89;15;98;0;100;Weekly aggregate data;2017;344;4;Dumfries & Galloway Royal Infirmary
43835;2;1;2020;0;130;518;88;556;1;1;Y;NHS Dumfries & Galloway;Y146H;Dumfries & Galloway Royal Infirmary;648;114;82;15;98;1;100;Weekly aggregate data;2017;344;4;Dumfries & Galloway Royal Infirmary
42057;9;2;2015;0;43;1062;162;1083;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1105;43;96;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42064;10;3;2015;0;53;996;43;1062;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1049;53;95;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42071;11;3;2015;0;241;928;53;996;0;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1169;218;81;23;98;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42078;12;3;2015;0;56;1083;241;928;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1139;53;95;3;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42085;13;3;2015;0;44;1080;56;1083;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1124;44;96;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42092;14;3;2015;0;55;1094;44;1080;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1149;54;95;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42099;15;4;2015;0;110;1115;55;1094;1;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1225;110;91;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42106;16;4;2015;0;105;1152;110;1115;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1257;104;92;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42113;17;4;2015;0;94;1077;105;1152;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1171;94;92;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42120;18;4;2015;0;102;1107;94;1077;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1209;99;92;3;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42127;19;5;2015;1;60;1030;102;1107;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1090;59;95;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42134;20;5;2015;1;134;1068;60;1030;0;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1202;115;90;19;98;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42141;21;5;2015;1;72;1100;134;1068;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1172;71;94;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42148;22;5;2015;1;139;1099;72;1100;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1238;134;89;5;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42155;23;5;2015;1;150;1069;139;1099;1;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1219;145;88;5;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42162;24;6;2015;1;108;1090;150;1069;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1198;107;91;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42169;25;6;2015;1;150;1173;108;1090;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1323;146;89;4;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42176;26;6;2015;1;108;1171;150;1173;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1279;103;92;5;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42183;27;6;2015;1;48;1177;108;1171;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1225;46;96;2;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42190;28;7;2015;2;159;1067;48;1177;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1226;149;88;10;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42197;29;7;2015;2;42;1065;159;1067;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1107;42;96;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42204;30;7;2015;2;195;1001;42;1065;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1196;185;85;10;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42211;31;7;2015;2;87;1082;195;1001;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1169;77;93;10;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42218;32;8;2015;2;30;1114;87;1082;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1144;28;98;2;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42225;33;8;2015;2;19;1117;30;1114;0;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1136;19;98;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42232;34;8;2015;2;88;1143;19;1117;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1231;87;93;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42239;35;8;2015;2;80;1163;88;1143;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1243;79;94;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42246;36;8;2015;2;25;1253;80;1163;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1278;25;98;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42253;37;9;2015;3;104;1229;25;1253;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1333;103;92;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42260;38;9;2015;3;43;1232;104;1229;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1275;43;97;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42267;39;9;2015;3;130;1180;43;1232;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1310;130;90;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42274;40;9;2015;3;98;1154;130;1180;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1252;88;93;10;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42281;41;10;2015;3;23;1195;98;1154;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1218;23;98;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42288;42;10;2015;3;160;1009;23;1195;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1169;144;88;16;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42295;43;10;2015;3;62;1126;160;1009;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1188;62;95;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42302;44;10;2015;3;33;1099;62;1126;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1132;32;97;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42309;45;11;2015;0;59;1086;33;1099;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1145;59;95;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42316;46;11;2015;0;54;1180;59;1086;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1234;54;96;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42323;47;11;2015;0;50;1099;54;1180;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1149;50;96;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42330;48;11;2015;0;31;1133;50;1099;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1164;30;97;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42337;49;11;2015;0;80;1092;31;1133;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1172;79;93;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42344;50;12;2015;0;44;1075;80;1092;1;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1119;43;96;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42351;51;12;2015;0;33;1180;44;1075;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1213;32;97;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42358;52;12;2015;0;42;1116;33;1180;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1158;42;96;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42365;53;12;2015;0;15;1044;42;1116;0;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1059;15;99;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42372;2;1;2016;0;78;1193;15;1044;1;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1271;77;94;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42379;3;1;2016;0;146;1052;78;1193;0;1;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1198;132;89;14;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42386;4;1;2016;0;101;1003;146;1052;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1104;82;93;19;98;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42393;5;1;2016;0;75;1127;101;1003;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1202;75;94;0;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42400;6;1;2016;0;87;1057;75;1127;1;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1144;80;93;7;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42407;7;2;2016;0;124;1087;87;1057;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1211;119;90;5;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42414;8;2;2016;0;122;1071;124;1087;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1193;112;91;10;99;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
42421;9;2;2016;0;74;1108;122;1071;0;0;V;NHS Forth Valley;V217H;Forth Valley Royal Hospital;1182;73;94;1;100;0;100;ISD A&E Datamart;2010;860;7;Forth Valley Royal Hospital
